,Max,Min,Peak-to-peak,Mean,Standard Dev.,RMS,Kurtosis,Skewness,Crest,Form factor,Variation Coefficient
MotorAn,169.737,1.162,168.575,67.37374999999999,76.02846937112878,94.2043964220885,-1.21129223497235,0.5881384308968345,1.8017948890568027,1.398235906745409,1.1284583294106205
CPU_Temp,320.069,9.902,310.16700000000003,41.98484057971014,58.95214710282225,72.20040685450824,5.968853096311857,2.473509708327635,4.433063661884541,1.7196780041937392,1.4041293545202085
CutCounter,34.611,33.741,0.8699999999999974,34.05756,0.17567757531853243,34.05801007124952,1.5085081139294712,1.158839088513037,1.0162367069477525,1.0000132150174446,0.005158254887271208
FlatstreamCutCounter,39.276,28.46,10.816000000000003,34.00960927152318,3.768360610793523,34.216370660433654,-1.664738390929845,0.5499692541820553,1.1478715960198866,1.006079499098615,0.11080281989445949
FlatstreamDone,93.604,7.669,85.935,18.469606382978725,13.38175441121583,22.793918186065547,5.025385574549171,1.7872416798044393,4.10653399893408,1.2341312377437579,0.724528402703169
HebenAktiv,79.801,0.496,79.305,17.126776315789474,13.549497881017142,21.824560682110082,-0.6122209776258614,0.29550770532488446,3.656476808965693,1.2742947230524426,0.7911294940265918
bCutActive,22.416,11.542,10.874,17.04598338870432,5.205611635186572,17.8206036458456,-1.9983902918041856,-0.007322154853323886,1.257869848041073,1.0454429785291584,0.3053864078405778
CPU_Kuehler_Temp,60.113,9.868,50.245,16.140401114206128,10.33156274180339,19.156106274472528,3.2689346612997676,1.8806453954934075,3.1380594333049157,1.1868420207730834,0.6401056992759595
FFT_Anforderung,23.364,0.016,23.348000000000003,4.2293180160466814,4.003647935963193,5.822768762914676,-0.3715578358405365,0.31942223146214815,4.012524101730736,1.376763048042781,0.9466414965185258
fLichtschranke,266.527,0.962,265.565,1.7655969403684044,4.964353106558698,5.268248289069093,2526.501905806509,47.76740856466483,50.591199460550804,2.9838340612268137,2.8117137003663193
vVorschub,8.01,1.556,6.454,1.6447677913240712,0.3748079382700078,1.6869209370337028,145.2935129945495,11.010472025866244,4.7482960369706815,1.0256286303343145,0.22787893844168716
TData.T4,66.063,0.075,65.988,1.0681310751104567,3.458943260108188,3.6198052314283014,101.44957658188655,8.726893132271325,18.250429450297492,3.388914821202045,3.2383134810964043
TData.T1,58.903,0.072,58.830999999999996,1.0584000730727074,3.002574579580921,3.1833972201921674,87.08829893177408,7.800109856592727,18.50318886577538,3.007744709380308,2.8368994447099376
TData.T2,49.21,0.068,49.142,0.8922832405689549,2.2665890659723376,2.4357341997510185,87.50136310613573,7.338187780850363,20.203353881975406,2.729776923970799,2.5402125277250205
TData.T3,270.706,0.071,270.635,0.866812350119904,4.430072243429677,4.513752569037918,2128.454715886626,38.59926735396397,59.97360197741178,5.2073007132553455,5.1107627190785605
Vib03.RMS,74.085,0.266,73.81899999999999,0.7104788289986179,1.3635900434173744,1.5375058872851062,1185.5013550570889,26.37306544270953,48.18518134640619,2.1640418046687455,1.9192549978431899
Vib01.RMS,104.102,0.264,103.83800000000001,0.4010981876258593,1.164399839961757,1.2315082603482128,5497.822256805267,68.65136773349724,84.53211671561573,3.0703411242958603,2.9030294224313433
Vib02.RMS,102.891,0.264,102.62700000000001,0.3696067315075505,1.0779542994106157,1.139526329138155,6577.152097259816,75.82895913248358,90.29277987619504,3.0830778554553357,2.916489899991431
PData.CosPhi,169.737,0.065,169.672,0.35956700484052784,1.4004817893652197,1.4458587825201958,14191.714072820936,117.67574484347503,117.39528234157204,4.0211108445877874,3.8949118537346044
